file_path,label,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_sd_1,mfcc_sd_2,mfcc_sd_3,mfcc_sd_4,mfcc_sd_5,mfcc_sd_6,mfcc_sd_7,mfcc_sd_8,mfcc_sd_9,mfcc_sd_10,mfcc_sd_11,mfcc_sd_12,mfcc_sd_13,delta_1,delta_2,delta_3,delta_4,delta_5,delta_6,delta_7,delta_8,delta_9,delta_10,delta_11,delta_12,delta_13,deltadelta_1,deltadelta_2,deltadelta_3,deltadelta_4,deltadelta_5,deltadelta_6,deltadelta_7,deltadelta_8,deltadelta_9,deltadelta_10,deltadelta_11,deltadelta_12,deltadelta_13
C:/Users/dagmw/PycharmProjects/PythonProject/Updated code 2/heartbeat_sounds_dataset/Heartbeat-Sounds-Dataset-main/Heartbeat_Sound/artifact/artifact__201106021541.wav,artifact,31.116872281643317,-8.353505966769788,4.458903905632112,-4.6410117482642415,-3.685226290263502,-2.090484678379732,1.861250447628132,-3.903299666207318,3.388249632511974,-2.561245505317727,-4.925093617264431,-0.24411407900397503,-2.1293217140191656,39.18098551061847,12.076595922163458,8.1994565345064,5.391483937777114,5.540895356016507,4.447255478928194,4.697725061849151,6.895208207489164,4.996079012228054,2.7520848714075736,5.223014508614102,3.293124143427726,4.283467766733126,0.09426979142917623,0.027297585568375454,-0.012839844246038372,0.006960408385074192,-0.015560368536517532,-0.00647473605279602,-0.010564119817443372,0.010526762630922592,-0.010419569378981898,-0.002073538367188089,-0.003316376199843623,0.004534357042590164,-0.010765686808264308,-0.002887496975223227,-6.85753625473924e-4,0.0022678601207110445,-4.4520622621917715e-4,0.003302350534098657,7.207440827857878e-4,-0.004654331503287284,6.737195602797582e-4,0.0017223740392206645,-2.6931601226551783e-4,-3.9746920185115634e-5,0.0046365955110553156,0.0016610364723746436
C:/Users/dagmw/PycharmProjects/PythonProject/Updated code 2/heartbeat_sounds_dataset/Heartbeat-Sounds-Dataset-main/Heartbeat_Sound/artifact/artifact__201106030612.wav,artifact,20.195854611151876,-7.113957798037533,7.799197306885373,-7.328885337301665,-0.735821661203379,-0.6052253865305421,4.036717254596798,-7.673098178125108,5.99117051424969,-3.1126684953393635,-0.1945993623528055,-2.0083646992565862,1.1228793334249338,41.85173684392176,19.16224098543424,7.338240970921594,4.583605389174253,2.864274771585448,2.43258386396843,4.165360812170176,4.943003418762209,4.012700294073459,2.233252779618967,2.4410506952976165,2.923887544004102,2.3802099601876847,-0.08497054639541418,-0.04752206925002867,0.015663918664500644,0.0037512101973356683,0.00797504382051403,7.464069399556472e-4,-0.0012243057400242944,-0.0040376298220655355,0.01853547507455459,0.010737412580000126,-0.0016369913979297414,-0.0038615029403041208,-0.001715534632811958,-0.004993577450477981,-0.005478787350944054,-0.005134620827945889,-0.0029956443443848167,-0.0010899635799927073,-9.50070412084462e-4,-0.0018096813159496192,-0.004223211118806505,6.209745815651589e-4,0.005232901501507218,-0.003088739963530603,-1.1955728876744535e-5,0.004993607890659303
C:/Users/dagmw/PycharmProjects/PythonProject/Updated code 2/heartbeat_sounds_dataset/Heartbeat-Sounds-Dataset-main/Heartbeat_Sound/artifact/artifact__201106031558.wav,artifact,45.983440315975166,1.2169404212083963,2.7654845371681036,-0.9596794524708907,4.244063805663385,-1.0116162440176961,3.340083282779041,-2.636844600761988,3.0424232818845462,-2.4099135757782277,-1.508873961896669,-1.7827520599878492,-2.068877575274115,25.843934798667625,11.160918207297666,5.7407613767818715,4.751520798460932,6.626134190406078,4.232114078084539,4.745421887089709,4.740669657091154,4.8358562820769775,3.5005742089947667,4.126201640439331,3.8849583574152384,5.4616498447307364,-0.027643196432348548,-0.019663978196660478,0.0086493819815465,0.017316298406041698,0.019283812031957587,0.004814456806596617,4.445607142306334e-4,0.002314318899490102,-0.0016915262623367303,-0.007569953024178917,-0.008405149181372702,0.005845096874552973,-0.007026233293980618,0.003924348191549701,-0.0033522138294778676,-0.00148350045140117,0.0010759194027704514,0.001385911422468904,1.0729995747095166e-4,-0.0018187977648764131,0.004935284045445711,-0.0036094005329100815,0.001632682919023404,-8.305544329013441e-4,6.045891533709767e-4,-0.004228068522240068
C:/Users/dagmw/PycharmProjects/PythonProject/Updated code 2/heartbeat_sounds_dataset/Heartbeat-Sounds-Dataset-main/Heartbeat_Sound/artifact/artifact__201106040722.wav,artifact,79.42533500363997,14.790825941141634,-6.536105203348819,-12.351425241751372,-13.729106476626942,-7.180754088124268,7.254499429533103,13.506544999467016,16.215319150578168,3.952825060429866,-7.465972598178277,-18.325493123574738,-9.896299573840142,10.754504079216174,5.245741189381305,3.2324669579836836,2.874248167385816,2.454991413124885,2.383138429691569,2.1037323307699385,3.4807048275578834,3.232297046957797,2.5055742477207716,2.476726275534789,3.0978119667252413,2.1969980272737493,0.0026651328729986085,0.015196716237357353,-0.0033844076386757823,0.005472290060506159,0.011359248526372137,0.006632503330960292,0.004467608392803236,-0.008150085567322734,-0.006694330409828332,-0.0049768363073585,0.006791724985878121,0.0039021026383820735,0.004666815927555399,0.007025077298816328,-0.010363272590197212,0.004181667288908316,0.0014681573624527092,0.0032010621386563973,0.005136218410505422,0.005821712635839829,0.005266911965830943,3.2114366958682536e-4,0.001615859886878165,-0.0025614675610471363,-0.0017484565449069245,-0.0037046870557467526
C:/Users/dagmw/PycharmProjects/PythonProject/Updated code 2/heartbeat_sounds_dataset/Heartbeat-Sounds-Dataset-main/Heartbeat_Sound/artifact/artifact__201106040933.wav,artifact,56.11355051889114,2.0299479241381806,-2.6216625610498876,-1.2997620031620634,0.5766234437557186,-2.5048283991459153,0.539241653413257,-4.172671082855198,1.538202954297481,-3.6615707110234994,0.41941135373862143,-4.083499993572006,-0.4378143863487235,21.03253941827185,10.058176914008696,6.009305765080914,4.476860951903452,4.589218631226225,3.574625561414859,4.308947800273923,3.7451335694783494,3.839978616324618,3.579990365981838,3.6289268483653325,3.6208502180198128,3.4251574995732743,0.0028921103539516165,0.01826140561228565,0.013143987953530355,0.014125830542923629,0.013165982193894895,0.003855628193553675,0.00417025653993457,-0.007199178795059136,-0.01102009105185452,-0.01246629986813117,-0.015109542178890002,-0.012777750746484377,-0.010483471841910851,0.004102964439749093,0.0015754970868391506,9.850047849491942e-4,-0.001680379498586838,-2.134927302069662e-4,7.745475300002343e-4,5.625331713492858e-4,-8.0798121716651e-4,0.002709954286749238,0.002106623244237753,1.3198128076653186e-4,-8.590991193002264e-4,-0.0019977798752368824
C:/Users/dagmw/PycharmProjects/PythonProject/Updated code 2/heartbeat_sounds_dataset/Heartbeat-Sounds-Dataset-main/Heartbeat_Sound/artifact/artifact__201106040947.wav,artifact,52.10597235530963,6.654563014066019,-1.0763514826047296,-2.0123285941794578,2.332732091218083,-1.6153659492965844,4.097093693841144,-2.8215511421041053,3.446456033013054,-2.677698136035647,2.1859142357901398,-2.961129207384222,0.46400934391979687,18.9369563774734,11.77835225692575,5.360986576942359,4.885788761794201,5.186795768735682,3.678167495739435,4.6490685908459035,2.994576711878403,3.5769909029682734,2.813427376860059,3.2042572816189354,2.7597625002342556,2.7949324782428624,-0.028913834273324265,0.005188685759119359,0.005269285427460744,0.003448330029409611,0.007918445692924757,0.005483512350089805,0.013017119740071277,0.0012201476745691898,0.010267419405723129,0.005202997991247839,0.006407998618846164,-0.004654583311769008,-6.845377345840567e-4,-7.891793764518469e-4,0.0013308894892499615,-0.0021199436935511657,9.98457759106942e-4,0.00517565975724128,4.802723134693721e-4,5.466507302261989e-4,0.003118863751406677,0.0034119140819403007,5.901883097422175e-4,0.005633221671495121,0.00816761902050163,0.010704534307869858
C:/Users/dagmw/PycharmProjects/PythonProject/Updated code 2/heartbeat_sounds_dataset/Heartbeat-Sounds-Dataset-main/Heartbeat_Sound/artifact/artifact__201106041452.wav,artifact,112.07957314627544,-0.43064091330880144,-6.791648253047244,-1.5881977647686814,-1.2579146828198258,-1.5566921273887222,-1.521120920357653,-2.924453884727278,-1.2753993722728678,-2.668828646761265,-1.1335975045743618,-3.966935171071549,-1.80167176608048,26.24238851686748,3.090363593038931,2.735191113008939,2.2316487736279376,2.719585464881917,2.0370100496300223,2.248740775157565,3.569618279557931,2.4293108217115407,4.006181560752032,3.066060386534924,6.310713290673252,3.583024234596219,-0.06604917516219679,0.005032933362615825,0.003225226042896434,0.0051069365153822745,-0.007958786108493855,0.004804705413222005,0.0030907607962027935,0.0029886596148879863,-0.003273591718851837,-0.006934192247837759,0.0017914204308898502,1.0657743523252357e-4,4.967379063046377e-4,-2.786784994747636e-4,-0.002541391806761829,-3.962455765540748e-4,7.022039680340305e-4,-0.003933653911041167,5.852521531753304e-4,-0.0037809238236092982,-0.001900593064463794,-0.002356413805002568,-0.005497559775643109,-0.0013432051184626866,-0.0029740059557927865,-0.007210130537357577
C:/Users/dagmw/PycharmProjects/PythonProject/Updated code 2/heartbeat_sounds_dataset/Heartbeat-Sounds-Dataset-main/Heartbeat_Sound/artifact/artifact__201106050353.wav,artifact,45.34321838207314,2.935905807952218,3.860636225918141,-5.884226544782407,-0.012958588696178467,-4.351146068051563,0.843509917607396,-4.546930999602247,-0.8177149868715267,-1.1275215606302391,-4.136069134755307,-0.17584615442303794,-3.538542450930696,27.696131481573055,11.656817983478255,5.070806119041196,3.299807136610627,3.248111240381597,3.451796819072967,3.2820044917111058,4.205036085594698,5.753272825295806,3.565796070245078,3.919570524641327,4.276524161000807,4.512124717487299,0.01306251200644708,0.0027033080985943373,-0.0013241609271129138,-0.003480234144993583,0.0010445640617774154,0.00927685929917975,-0.0012147590804751287,-0.002622667058227928,-0.007235340355712633,-0.001007515809058494,-0.005431827929044026,-0.002132023530051865,0.005670533117465556,-0.0014693974069053956,-4.733165722880457e-4,0.0012186326614306584,-0.0023819215541741536,1.0022901055370632e-4,0.0026691397431669608,-0.0015590887583575171,0.0014094343675417809,-0.001821852231702802,-0.005171950709505528,-0.0015793308060299805,4.3571127581639883e-4,-0.003904870281063505
C:/Users/dagmw/PycharmProjects/PythonProject/Updated code 2/heartbeat_sounds_dataset/Heartbeat-Sounds-Dataset-main/Heartbeat_Sound/artifact/artifact__201106061233.wav,artifact,60.599797107746895,2.5436750610111423,1.8740570033004638,6.1230053886481395,5.609203821245198,5.309414751157894,6.091160539180674,7.09170354427837,6.114885966785959,4.179974871664899,6.214187861789187,6.029097765935805,6.215061002346395,14.191867640679828,3.0122569008452857,2.7592386551089483,1.957625373773174,2.9796417762794065,2.4662048164179,2.5213988105557625,2.8556750772713144,2.746484350126252,3.240260979072525,2.5501335402963785,3.067170670115093,2.775773976677477,0.008922324368240026,-0.002803391236440141,-0.0030196181992264343,0.002947716914469702,9.347285549660397e-4,0.0030534755108819014,0.0010591495426172048,0.0056765997330467345,0.006566659024430169,0.006153293801707605,0.004033082900642268,0.002909392341568334,-0.0026296763471682955,0.0065032116227569025,-0.003857708980761162,-0.005662196803740566,-0.0023338343595985696,-0.0013827872363621262,0.0038952224953034426,-0.0032115626928667547,0.0013583298584933126,0.001544966961241433,0.004017414204280893,1.5532911258375923e-5,-0.0026536718440124682,-0.00698732002545692
C:/Users/dagmw/PycharmProjects/PythonProject/Updated code 2/heartbeat_sounds_dataset/Heartbeat-Sounds-Dataset-main/Heartbeat_Sound/artifact/artifact__201106070537.wav,artifact,65.01022910365036,7.785062649290668,-13.060762799604332,0.821370596529211,1.8319686091113758,-5.895843284937814,-1.3797764450886658,-5.859618325770552,3.589974762618514,-4.319983522948461,4.4070496586470025,-5.457024577430953,-6.968781845162322,4.704375734888859,3.8529516650031557,6.4459049859989035,3.4711851970508842,4.613283599395824,3.01563095453216,4.0304185321763715,3.6600139750148144,3.569521720093851,3.577474415314978,4.422911697651242,3.541981123894789,4.278477584069801,-0.003285889566412864,-0.002951735063732897,0.004545333637488551,-0.00121868412213528,-0.005038147052004827,-0.0019153543323480618,0.003897234242052986,0.004235539150840748,0.004192293424831425,0.006521852834717467,-0.005328083636088008,-0.006111365066049099,0.003956436801813531,9.175144994626461e-4,9.99344922762398e-4,0.0011482651384818706,0.002721299649859287,-1.1014217987142748e-4,-0.0024951808990568906,-0.003172197219925382,-0.001274004745956907,0.0012172467222820494,-0.004092874880827885,0.0018527143932158552,0.0019288342499137734,0.0019078518353840056
C:/Users/dagmw/PycharmProjects/PythonProject/Updated code 2/heartbeat_sounds_dataset/Heartbeat-Sounds-Dataset-main/Heartbeat_Sound/artifact/artifact__201106070949.wav,artifact,117.23965241824136,-0.467618396141861,-8.880705385237158,-1.9136234729251504,-2.033149092636177,-3.2527134262090907,-3.007883156634733,-1.7476784961188228,-1.4317476630182657,-1.4688269292019056,-0.47729298665286884,-1.1868605296132686,-0.7612749548308484,19.814366910406978,5.863901766048639,2.073069435860533,1.9456765170741297,2.6246540874571362,3.4308902043338647,3.2936914204774506,2.537434065153501,2.262376419668251,3.072061821002897,3.1547716670139065,3.3495436468088915,2.9185484709185467,-0.04866051510676606,0.012083747543308425,0.001611398902008605,-0.0031645851767213833,3.0244542206982433e-4,-1.0149276693762967e-4,-0.010843058941648926,-0.006807972852043475,0.0011012586512312164,0.00391290932912535,0.0013510010484472101,-0.015483859245721007,-0.005985317762399572,-0.001137241144616996,0.004324432343967634,0.0011033177871188017,0.0033634641257360496,-6.879007329242987e-4,-0.004565213794710052,-6.923768054974283e-4,0.00426122530880964,0.005812070693576383,0.0015922730525615983,0.0015894251511093696,0.004822333995707336,0.002164925525879721
C:/Users/dagmw/PycharmProjects/PythonProject/Updated code 2/heartbeat_sounds_dataset/Heartbeat-Sounds-Dataset-main/Heartbeat_Sound/artifact/artifact__201106101314.wav,artifact,80.57622878939482,10.720742041411553,-15.24417133553761,2.989291296695216,-1.4492136789601344,-5.666405488411421,-1.8289628288723165,-7.59176220394058,-1.9578906038039572,-2.421034618076568,1.1583284791072423,-5.946656288307134,-0.22864505810710567,8.927008270358405,2.3665538729751896,1.8870351621295032,2.684283519635788,2.996627515927133,2.4935700444850184,2.2259869753399624,2.2877952649598456,2.789898876214112,2.635247029611393,2.523038371104698,2.7072417090563525,2.93578295758416,0.025227756928804707,-0.0062668125003113315,0.0014607737550420333,0.0030110832354250227,2.615944681897254e-4,2.7288994847775864e-4,-2.9869875158189744e-5,-0.005682067700810788,-0.009575473376330315,0.002528618221138114,-0.008110236554070796,-0.0013826788820725058,-0.0020442399376248044,-7.100709564007593e-4,-0.0018091748598571505,-6.61182977483525e-4,-0.0014024164409142308,-0.002649794564747758,-0.004844175695116317,0.001694373065870292,0.004911993535251652,-1.1287924425552943e-4,2.7102087278601183e-4,0.007363980787242331,0.007080864810413637,-0.0020842362571076825
